reviewId,date,time,reviewCreatedVersion,country,score,thumbsUpCount,content,contentLength,sentiment,sentimentScore,contentLength,repliedAt,replyContent
gp:AOqpTOHgcxW8S-Q0rdPyG6LdD1JfxV93RvZfT7MTTMOlP9bhOIuPze49Tv6zdDqj91wLyjNr7fCQbb5bnLTK,2020-04-15,12:53:58,9.1.6,US,5,1,Love it,2,POSITIVE,0.9988111257553101,2,,
gp:AOqpTOGtktMSL_JKPrlftajFeOxyCeiLTCERo8M-RVfiqPqzij0EuQrbHMPrqE0tWZhQ40FL0ZPYECzRMxep,2020-04-12,03:31:41,9.1.6,US,5,1,Really good,2,POSITIVE,0.9985285997390747,2,,
gp:AOqpTOElRpmuNj5FDLetjKjNbqA425CxQAg6tcTOUUhlBvhcCeAE31SG-KYLajDeV_VbNWBvRybPCXvZmyAi,2020-04-10,16:36:19,9.1.6,US,5,1,AMAZING LEARNING APP....,3,POSITIVE,0.9984764456748962,3,,
gp:AOqpTOH9PbnMH9p86QV2FXc8er1nAIgUU8mybN2NCuto8wwiVDmeRA1AQsJMXTLL6vNt9ScsI6uaabkJ2pg3,2020-04-10,12:47:14,9.1.6,US,4,1,Useful for learning students,4,POSITIVE,0.9984740614891052,4,,
gp:AOqpTOGbqP1PMUFlS8j7DI5VAS5dnfXadX4mrIwjnDD9wkhH8gw-yc-ryXVmo7ElY-EXedfRq2xXTtjIYm31,2020-04-08,06:55:03,,US,4,1,"Best app for learning , but not manage user choone language as default",13,POSITIVE,0.9981796741485596,13,,
gp:AOqpTOEb3r_sh26oR2AZN9h5nXzy69wAOIsbe24ivpBl07omGgLeV0bQt6KZ7OUAr1dEPDTi9xdMeLRi9rKP,2020-04-08,00:39:20,9.1.6,US,5,1,"Yes, this is what you should have if you're any kind of programmer.",13,POSITIVE,0.998247504234314,13,,
gp:AOqpTOGGM7gHKzS1OI_WmzmP5ZY4-OjP3d2qXqH9cEskJUTxw1nxOH5meM3eMCw2Kmjcqg7hCse1pNsrzP3x,2020-04-07,07:50:30,9.1.6,US,1,1,Website is better than this app. Nothing is organised well,10,NEGATIVE,0.9994856119155884,10,,
gp:AOqpTOH6XQQGLas3PbnNmI9swTb0l8V7rs6vajZhRxE6w2hjS_hkwhIxM7ExvQ8X9gDLFJ_WTERbwrcbEmEL,2020-04-06,13:50:27,9.1.6,US,5,1,very nice app for computer science students 😘,8,POSITIVE,0.9988425970077515,8,,
gp:AOqpTOHVuqu6gdWZwfngS-L-cCJqy3cA7vTL6wx8spev4JjcVXPg-hZr4EAw-RkQNDt2JoD1vtTvPSJxQhuf,2020-04-06,12:25:19,9.1.6,US,3,1,"Gate 2017, 2018, 2019 questions are not updated in the app.. pls upload",13,NEGATIVE,0.9965178966522217,13,,
gp:AOqpTOEX9Q0VjD_n3ba1fNq0LobO7vgemUxmAwpSn-LGv-KV3DsZrnwSZ0cPcMQUIwmVnjhU2JThTFAK5dxn,2020-04-05,19:36:33,9.1.6,US,5,1,It was awesome. Waiting for new features,7,POSITIVE,0.9986017346382141,7,,
gp:AOqpTOEN8zTHj4FGVfZGtqktCIHOLfR2gn_uZtZaDgW5e2nYVVsGqRassUP1Lv-bcvf6cCSfJWzRXtfqR6x7,2020-04-05,08:19:40,,US,5,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOEeLG0nTfGKLj0LiSTxwQHKFdhqr1F_1byg1LqTvE5NVoc1tzfwK-BSRHVW0MspSOdVYR3A5W1pafKm,2020-04-02,18:15:38,,US,5,1,Thanks to Team Geeksforgeeks 🤗🙏,5,POSITIVE,0.9986855387687683,5,,
gp:AOqpTOERnL5ECCv72fAlpbfQvAPBHJMBHv6OiyN2SMqfyyrep9DrmSdK-h8AX8nmpaxEBtSjsYFTNZmDjHnT,2020-04-02,14:00:36,9.1.6,US,5,1,Best app learning for coding 👍 I think u create new one app for only coding solving problems withs it's solution,21,POSITIVE,0.9985224604606628,21,,
gp:AOqpTOEHIvHgPWREKweWEnYw6FSYhPjkx_rgisMrW9_512FakoHCfX4kssHvhnTvg5OzkI1jylOO12wMyMbe,2020-04-02,09:49:48,9.1.6,US,3,2,I have one issue when I want to choose my interest on geek for geeks...it says error occurred..😶,18,NEGATIVE,0.9986451268196106,18,2020-04-02 10:33:58,Thank you for downloading our app. We'd love to help you with this issue. Please write to us at support@geeksforgeeks.org so that we can help you better. Also can you send us the screenshot of the error that you see. That would be great!
gp:AOqpTOF8RDDFFlqW4xZx6iG7N3RxJ4yBXkJZq9x_xMfdRKoHayzk5gOsT131NUEqKbEJzU5vps3MAr3xQ15J,2020-04-01,11:52:34,9.1.6,US,5,1,Its really an Awesome App for learning anytime on the go!!🥳🥳,11,POSITIVE,0.998870313167572,11,,
gp:AOqpTOGaleWNwV0n-eUt_nqIgXJ8aA4XqOevm13zxtyL5z8qJEuynnt4vQenFOau4MaHS3P3mpeV2jXu6FY4,2020-03-31,12:33:44,9.1.6,US,5,1,Awesome 🤩,2,POSITIVE,0.9986559152603149,2,,
gp:AOqpTOGa-kj8rm_NTrDj-4bgVVmnHiBDo-8gXWKbhU5wdHUTHqKiy_pDRjjjLymmoQJ1bSA8ADPD5bSjcS3K,2020-03-29,20:50:18,9.1.6,US,5,1,"This was designed in an excellent way ..., Easy to understanding, improves knowledge. Best way of learning by programs . Finally I Loved it",24,POSITIVE,0.9989230036735535,24,,
gp:AOqpTOE3w-5DywZK7MDfezDgGEUSt5C1tnGsSTqdwqyWTOvykD-6z6ducrni4NMp4sWCs-GChp2Wy6mBbrvD,2020-03-29,12:40:12,9.1.6,US,4,1,Geeks for geeks is an amazing platform .,8,POSITIVE,0.9987553358078003,8,,
gp:AOqpTOGDAYQo__elC_7nii2XNbE5ob-_2SWcixRKM8ZiUoo1aWLl_aL1izTHcRhaxKZt9ANYdmP2Jmi7gXkp,2020-03-29,05:06:59,9.1.6,US,5,1,Superb app for beginners to learn coding languages and other applications related computer courses 👍👍👍😄😄,15,POSITIVE,0.9988600015640259,15,,
gp:AOqpTOFYlvVxD8vq4tirKA09Bs2-Ee-6TQl5-olvphswiRCL15mcXDEN1zTYE-FTu8UZClBoxrk1H6H2cbDr,2020-03-28,12:45:49,9.1.6,US,2,1,"Unfair is the fact that being a tech app, it didn't get an update for over 4 months now. What developers are doing?!!",23,NEGATIVE,0.999503493309021,23,,
gp:AOqpTOHbJtcrY4Y0mLThY3yesIU7a-Zk04V-lOmY-QO0HhKdxL_ca7mf-92hTBAV6Dtb1gcJMZr6ib6sJmOQ,2020-03-27,18:18:49,9.1.6,US,5,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOE-wegCTwYMjFqYEqkSi9WMnDuRHdra1DiYDZ8f7HWdKsw7vmD1s7DJjGzT9wqHgIKxEU-tjffHeRE_,2020-03-27,12:22:49,9.1.6,US,5,2,Wonderful application,2,POSITIVE,0.9986717700958252,2,,
gp:AOqpTOE5vcOP8Ztq6pTW_0BpwWBxfEI5dlXBK4NDKy4C1nbSANLRvLnLA9qeupOs9G8w6zNUhzjomh2ecjcK,2020-03-22,10:37:28,,US,2,1,I am not able to download this app. Although my internet is working fine,14,NEGATIVE,0.9994879961013794,14,,
gp:AOqpTOESECGQwfX3QZ7jiRf9rRoQR3lw5SQsMBcJ_-fO7S-2ub8bB93nmMyl4Qmr_jIGF5mggBjJTPjvJywn,2020-03-19,15:58:10,9.1.6,US,4,1,The online website is better than app,7,POSITIVE,0.9977266192436218,7,,
gp:AOqpTOFYwiul9rx0zLNlMUJXs-ITUsOtLhi6qH75LgmPX3CO6BsmikXCol3Y8srqKLlOHlSNz1h1SAmFxTOp,2020-03-19,11:11:17,9.1.6,US,5,1,Good app for learning,4,POSITIVE,0.9988239407539368,4,,
gp:AOqpTOEAGricjfe87oxmNeh7mkj1ACGaRp_IhpK3NqwNs1UjJaLzhYsjsbEeHvpJAgi8NODOEYJ6I-kxwk85,2020-03-18,16:24:38,9.1.6,US,5,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOEI7m0h_qibRgovRVDAy5S8gRw8_q5ctDyLgKm9z5Zgpu-RanJA4cEWqyM9vRnBaCsGauOpa5jVtXZc,2020-03-17,23:03:48,,US,5,1,please make a free ios app also we need it,10,POSITIVE,0.9970200657844543,10,,
gp:AOqpTOGP2edXEKUg464t6F___xV357-rQsW5S4ia9IQvhlTj4ZH0Cw5B2FZHJzkCVr8yEOpzSXHXBUTdETnI,2020-03-15,16:58:10,9.1.6,US,5,1,Great tracking of todo/done and i. sync with web access,10,POSITIVE,0.9988499879837036,10,,
gp:AOqpTOFwpTmYW1J1W3_vpeUyE7WQsdvSRSf31QPpdYdZ4kh7lwzZABde3hlLNJvsju2Vql-0MFQsFRnP0nKl,2020-03-15,04:49:16,9.1.6,US,5,1,Best app for learning,4,POSITIVE,0.9986024498939514,4,,
gp:AOqpTOFjArNbNvXo1U767xtKCwPOEe0uEUqgZpe_6OE7GxjpGCQXNFei_m2W-8zCj7IXIFxhcA6sNDOnPDET,2020-03-14,11:11:51,9.1.6,US,5,1,BEST APP FOR BEGINNERS AND PRO PROGRAMMERS,7,POSITIVE,0.9984196424484253,7,,
gp:AOqpTOG3BFLQSzWxGD1eiv1HK-2bfE_kbq12Y1guZEpWfvq1So3fwHM4GjExgp7qdNeAut5NPbZmTLFTAcY1,2020-03-12,20:33:59,9.1.6,US,5,1,Nice,1,POSITIVE,0.9977694749832153,1,,
gp:AOqpTOHE2j7hcuw-xHFRKulfeDO5uJuATGDKm9KPbUeOhokBwqLoipkZDvFJcDr0oabuNed_zqFvT7UZxdxj,2020-03-12,15:01:10,9.1.6,US,4,50,"All the contents which we can see on actual site is not available fully in mobile app, when all contents will be also available in app?, eg. Under data structure- check binary tree section- will get some missing sections like - checking & printing, summation, longest common ancestor etc",49,NEGATIVE,0.7443549633026123,49,,
gp:AOqpTOFmcbRRlmnw4XDBTGzVn6-_BPMleHRLvLMNyq3Ws-LciU8EEeHaCN0qIv78QijLHGxAz1zUZ0EH5lVy,2020-03-05,18:05:48,9.1.6,US,5,1,I am satisfied in this app this is best source of our education increase,14,POSITIVE,0.998868465423584,14,,
gp:AOqpTOEAFgGzT1CwV88K1vQceQdSTj9l-rdiR-A4GMsRW2zEq98ACmUwj6y_M3SGzdgRdeYp_yZA_5hI4jD0,2020-03-05,11:41:51,9.1.6,US,5,1,Best thing for a computer science student.,7,POSITIVE,0.993747353553772,7,,
gp:AOqpTOGZZv5CbSD0Akrpz__abdFao4Gzc9XCz6ekTl6VoicDoWxN_ojKmJpIhEub66oXk9LaXzAJxXBccmzc,2020-03-03,15:49:14,9.1.6,US,4,1,Amazing... Most helpful app for programmers,6,POSITIVE,0.9987965822219849,6,,
gp:AOqpTOGO7Pnri7yTEwuLhiuIn9aHyamXRVp9Og4zNtT7B2rnzuYQaoe2B-ZgbPfVbCo0xqVhv8aRMbRi1nY6,2020-03-03,09:20:05,9.1.6,US,5,2,Hii guys download it right now. It very important and useful to us.,13,POSITIVE,0.9987834095954895,13,,
gp:AOqpTOH6wLPGJZ4sSGRBgeDKimZTKBfqo_N_SUK_nU9rEEchiR2ZhHoM4DgBfkRj-8l3KJfo_eNIPb3bIpVO,2020-02-29,16:52:29,9.1.6,US,5,1,Best app and website that I have ever seen @Thanks for helping us to make more information available to learn and also to compete with the this competition world@,29,POSITIVE,0.9988498687744141,29,,
gp:AOqpTOHHNzRZ06bupjlcCUwGDcrKPRg0w0GcqCzLfDKylDGqax2XuWs7nJXgnJIeO_sA68nXAAhJCcp7K0VU,2020-02-26,15:28:47,9.1.6,US,5,1,Great place to learn programming stuffs 🙏,7,POSITIVE,0.99885094165802,7,,
gp:AOqpTOGOrdVi1BAoE9rfAy4qtDjLxQ2Vd9KRM0iDJr-jsUxn1CM7zKlobcaTerxIIjXIzlF9bBUj65CImAvQ,2020-02-24,02:31:59,9.1.6,US,4,1,My experience with geeksforgeek is always been helpful.It helps Me a lot in learning basics of lang.Ds&Algo.Very helpful site and app this is.,23,POSITIVE,0.9988409876823425,23,,
gp:AOqpTOEGE-w49wvi9HOshAn-TiqgHc5lgNtppCxvb-dJ08ONiByqugsXspD5bMnkn77ZQI0yvDfecmhIuRWw,2020-02-23,21:55:16,9.1.6,US,4,42,"Overall lifesaving app but, I faced one problem, when I searched for Compaction topic in the app it came with no result found! . But, when I searched on google the geeksforgeeka page opened with the same topic. So, I thought if they have the article on Compaction then why are you guies not showing it.",56,POSITIVE,0.9971868395805359,56,,
gp:AOqpTOEK2YXol-C397gGauuk8ekOzcKzw5PH5V5SooEomXpMqtvRiTetKsBg9T5fJwFsDzX0P9yk_Z1J6Yd1,2020-02-22,19:06:31,,US,5,1,Good.,1,POSITIVE,0.9986613988876343,1,,
gp:AOqpTOGNqay_sykvku-__P65ZxkIznXcpoJ7d5SW_wCLkVAdPgqQcFH2blEm8mxgcIBG2TvdvY9ZHLHvWXwn,2020-02-20,07:03:52,9.1.6,US,1,2,Every course they are going To charge the money....this app is not studentfriendly ....app is for the money Of the money By the money..t,24,NEGATIVE,0.9994971752166748,24,,
gp:AOqpTOG6fetrRiRWixF73Xs1KIsbTn1BjgZP29AXLTJ3EpDL3zX7w2kpwYjbt1r0vLmRwWU8eVecJcOi8saV,2020-02-19,20:16:21,9.1.6,US,5,1,Sir I have already account on gfg but I can't login with this account in this app so sir please solve my problem as soon as possible.,27,NEGATIVE,0.9990119934082031,27,2020-02-20 07:24:06,"Hi, please email us a screenshot of the error you are facing along with your user handle/email at support@geeksforgeeks.org so we can look into this for you. We apologise for any inconvenience."
gp:AOqpTOFd7AFoihetwSRBx9Ib5KHbjNDq9OjT5a3i-aNaFNZQDdPUGah60T1AHrLO6sJH5zloeSasYnmjl8ie,2020-02-18,13:06:31,9.1.6,US,3,4,"I am not able to move any post to ""Todo"" or ""Done"". ""Something went wrong"" is coming. Please fix this.",20,NEGATIVE,0.9994761347770691,20,2020-02-19 14:48:42,"We are glad to inform you that the issue with Todo/Done has been sorted out. If you have any other trouble, please contact us on support@geeksforgeeks.org."
gp:AOqpTOH3p74eHTxGuCvd9LYemtdnOsZXWwhzEXFZrT_GfT2yE6V1KySFKc7BP2j4TSmX7wB1hhs9nhpw4Ll6,2020-02-17,16:48:20,9.1.6,US,1,4,Having trouble logging in. Everytime i login it says something wrong and i m stuck at login panel.,18,NEGATIVE,0.9995063543319702,18,2020-02-19 14:49:48,"We are glad to inform you that the issue with login has been sorted out. You should be able to login seamlessly. If you have any other trouble, please contact us on support@geeksforgeeks.org and include your user handle."
gp:AOqpTOElMKREihibDPjBtICyA25QdncT9T1zBmWh9E77etc9iYsDLktX46jaBUkIBz4exH0uSkRn0KubJ_gA,2020-02-17,05:56:47,9.1.6,US,2,2,Unable to share same user between devices. No point in single session per user implementation. This isn't a transactional app.,20,NEGATIVE,0.9995039701461792,20,,
gp:AOqpTOF-GMLdE9G3RCrJbIqki-4T3vq9pUT8taMnA8ZJDDfFPIpGHlaCM53LFeS3V1i-I1UiD5yTOQTnvG5V,2020-02-16,07:53:48,9.1.6,US,5,1,One of my favorite place to learn,7,POSITIVE,0.9988928437232971,7,,
gp:AOqpTOELfIw4uljoqUKGCWvwkZTSLbBkbGKKIcU1AnKTXexm5jDHm_h2pkr_MHH9L-qyGs7QnGlhj2_xLDto,2020-02-16,05:21:46,,US,5,1,Perfect,1,POSITIVE,0.9985440969467163,1,,
gp:AOqpTOHENALFJygWbl8wEeu4f41KqbT4IJ4IJDpEZL7McqzhKiD4cr5TJPaQYV3yrAVnBRj-lX1Fth7KaPr5,2020-02-15,19:20:10,9.1.6,US,5,1,Please provide forget password option,5,NEGATIVE,0.9825604557991028,5,,
gp:AOqpTOHX9naLejdeT2ZUbtUbsbdiOIDrHANns6u0JX3GH_WJOpxl20nFuUimsUJ7v8bFKfLzD6BGUhBG9L5F,2020-02-14,11:57:53,9.1.6,US,5,2,Truely amazing application for coders and learners and also provide basic level to professional level concepts.,16,POSITIVE,0.9988495111465454,16,,
gp:AOqpTOHjdNqfGJdKlLATvxHkMyINFq__MBthrdkCjNL_2Bj6zVS2khuH5iK1l61jV1119vEHLuFIqgYiLekL,2020-02-12,18:55:28,9.1.6,US,5,1,Excellent,1,POSITIVE,0.998581051826477,1,,
gp:AOqpTOH13qZ31a4n2yOGNscDHRqls_nJmy40yoQ3W-o336Sve_c2Hpj86xR26nLsJekTrPJ9DFoO8NuWhUvE,2020-02-12,16:08:44,9.1.6,US,5,12,Great app. It woukd be great if more status( not just todo and done) are introduced. Like different coloured stars or something. It will help to better keep track of everything,31,POSITIVE,0.99835205078125,31,,
gp:AOqpTOGvQBh7Gqk913K-rwp0KUi6cBol4vLidDOOs57j1UUxITm763mrcdnKGktO-N4Fv52wscQmK8_Zu60i,2020-02-11,18:58:54,9.1.4,US,5,1,It is very useful to learn,6,POSITIVE,0.9987385869026184,6,,
gp:AOqpTOHVI7MZpdVrD39doiZu4-e7XRr2C6A3VDVJ7H1RStPSEz89MftvW6dubZvvOP3I-GchfHSTEbTdz5Rw,2020-02-11,17:28:22,,US,3,1,I don't understand why login is required for this app? I uninstalled the app as soon as soon as I saw the sign up screen.,25,NEGATIVE,0.9995027780532837,25,,
gp:AOqpTOGGFkIqvfEtginwVcYb6oQ4W6-oEFxxqIJdpHXctX2_3nAodajMoit9bgB2KhnKV4lD3LJm4nQmblIj,2020-02-09,14:34:23,9.1.6,US,5,1,Great,1,POSITIVE,0.998588502407074,1,,
gp:AOqpTOH9XZAzf1qPGI4j7XjNCLRm2gRt_oEeiy3tAbS4YTjEf2VgjXZ9kZs2sCyIW8iURsvOHGMZTOC9yjk7,2020-02-09,12:32:26,9.1.6,US,3,1,Awesome application 😊,3,POSITIVE,0.9987255930900574,3,,
gp:AOqpTOHktT6POnwmHfVA2RJCdHzWuaOaHM8VuaconkI91AwBUoEMH0p_XuHpJXiLhfYxxBhQdvPiU-8eASP7,2020-02-07,13:02:35,9.1.6,US,5,1,This explained me well .. You should try one on their web articles in google,15,POSITIVE,0.9983515739440918,15,,
gp:AOqpTOF_n9xKXsa67ysfZ2HFgAZrIt8bs1iMpfomIF0IhIOeOA3VsckR_u4HmCUzsn2n1eWdp6BJhFUtw5Gb,2020-02-06,05:23:46,9.1.6,US,5,12,"This app is awesome. I felt that, It would b perfect if there was a copy icon next to each code, so the code can b copied easily, to run it in IDEs",33,POSITIVE,0.9986610412597656,33,,
gp:AOqpTOE1soN7QN9bgwS1Gl18l2Ym3soSybwJ5HFY5dv25tHndNoqk6XEcnCuu2E2Jh2vnoGc_jgnIQVSxSAR,2020-02-05,07:24:19,9.1.6,US,5,1,Thanks geeksforgeeks,2,POSITIVE,0.9969974756240845,2,,
gp:AOqpTOFosTFD8VE_M4Bb98p3akIHtO1_uDvO5r5RFuyKpHg8xujEu-Bg7opmEGQO_mtkZfLAmonAq2wKMf6_,2020-01-31,13:59:04,,US,1,3,I think the app is not ready yet. Many topics and subtopics are missing on the app. The list in the programming language and DSA is incomplete. I will stick to the website only. UI/UX wise the app is good... The app comes very handy. Kindly fill the app with all the contents.,53,NEGATIVE,0.9984484910964966,53,,
gp:AOqpTOHmH0-2aRMPPx22CTjIGhVrxs0gLY0EplhTh9r8q-sY7wl8JG2DO3edTon2dWpDksKzC4wbo04Zpdhq,2020-01-24,16:16:47,,US,5,1,Nice app Best apps for engineering student,7,POSITIVE,0.9986419081687927,7,,
gp:AOqpTOHj70PLnSF5LNPuwKJK17T6sDxpqgfqjGa9I_eTFB7bG9DsTKHbhONfRVWh_0QSSSz58UR8eztPO9-3,2020-01-24,12:38:57,9.1.6,US,4,2,"Stack and queue is missing in app but available on website ,update the app !",15,NEGATIVE,0.9834836721420288,15,,
gp:AOqpTOFib1r0c7y0XolFBhTIAKTQY73A6hNIV1ObDdCyaargxoSBPsxu0yNphP3W1cTMWYQ9eM8Xa86NM5Ko,2020-01-14,05:58:07,9.1.6,US,1,12,the questionnaires are plagued with errors...,6,NEGATIVE,0.9994871616363525,6,2020-01-16 14:51:54,Thank you for your feedback and we are deeply sorry for the inconvenience. Can you please share the problem with us in more detail so that we can improve our app. Please contact us at support@geeksforgeeks.org.
gp:AOqpTOFGcIExshM94_pK3BnbXxVG1VGBRf6E5l9RpDEuCuMfb5IXx_RwSPBx4cC95TZiklglmCOT0mwIOQ9j,2020-01-13,13:02:53,9.1.6,US,5,1,Best app so far,4,POSITIVE,0.9983575940132141,4,,
gp:AOqpTOH35S_FpCJ5iDT4s5LZy72S7P201qjwSVrQ8EtPPhQmWh6hwy2nj050OeYGMi9KuQnZjiqvCpzDBpet,2020-01-12,07:08:29,9.1.6,US,4,1,Please add Topic-wise Practice in app as well. Thanks.,9,POSITIVE,0.9985101819038391,9,,
gp:AOqpTOF0vxEXKAc_KBu1e9nkh3OYwsGYzwMfi9pPDOGiC95VZJQwdx_R7wXWxV40Oj9VUNYEt9iJD0s3wWFl,2020-01-09,19:53:41,9.1.6,US,5,1,Excellent.. Epic👍😻👍.. I can't explain in words,7,POSITIVE,0.9983823299407959,7,,
gp:AOqpTOGZHNqBqkW4bZ0W6PmxNypGmCbmOrVWyI2DNVOd98Pt-wdeyf0TkFBUWagDd3F4AYVnkXr1L07p4IlS,2020-01-09,18:52:27,9.1.6,US,5,1,A must have app for a computer engineering student! Loved it. Thanks developers.:),13,POSITIVE,0.9989233613014221,13,,
gp:AOqpTOEoch37zZ5tqo7ESXtrQuczAcFpkjP3hhwa8IbflsnVRB19ICTql-Rv-1Z_gw_xpkbcHIrGDtSjPkB9,2020-01-09,15:37:31,9.1.4,US,5,1,Best,1,POSITIVE,0.9971845746040344,1,,
gp:AOqpTOHqIptNYsIZDzMUeG4N3TwhWm7m8RssUb_mjPnBTgJ8VGQbJFADYPrA3KB0qqjArnjs2ILC2OSKxTDg,2020-01-06,18:00:47,9.1.6,US,5,1,Just wow,2,POSITIVE,0.9980714917182922,2,,
gp:AOqpTOGqZ_lCkPq9XqFRAfMBjpVGiJ2o7SK2joBlgWANC0yV5eefJEMwg_4_H7ptDdMxFdEbxShf7cSu4oEz,2020-01-05,15:57:00,9.1.6,US,5,3,Best app that has algorithm in all languages.,8,POSITIVE,0.9984575510025024,8,,
gp:AOqpTOHECQ6ilj1H9JFaMYuIUT-NEDe4rNDxWwDe5psFyGDft9FRiSFgkJt-4mzCf0lFsn9mJLgvwtAAP1hf,2020-01-03,14:41:21,9.1.6,US,5,1,This app are my contain is clear and very useful for me,12,POSITIVE,0.9989069700241089,12,,
gp:AOqpTOH_iamdhqWoUGh2AcNg5aQABCOBNUjCKrYjkbQY2-Ic-AJi1IxEl1GlSHv1qDfrcC4jjwI8hM3KsObf,2020-01-03,14:24:02,9.1.6,US,5,1,For coding lover its marvelous.,5,POSITIVE,0.998777449131012,5,,
gp:AOqpTOFZz2pTcoJ1iLwJrkElTXYgYpQf0zlynRxIWgdQq2kwPx2zqiJgPzSmo-w9oJRWO0memEU8IxY39TLu,2019-12-30,21:36:05,9.1.4,US,5,1,ultimate,1,POSITIVE,0.9924887418746948,1,,
gp:AOqpTOE4OjM99PxbCslPeNt3Oot7C9h9mV1VDZjaj-iCxTHIgHgS2EmloPZ99s-rCOaidmO33wTICV2kfqRt,2019-12-30,19:43:50,9.1.6,US,5,1,Amazing app,2,POSITIVE,0.9987057447433472,2,,
gp:AOqpTOHeQ_nh4gIhJ07SwMmHVgEVDYcUX0-7KcOBUuNStW34CMtxLimYZdZVmOqsmnwz-20AFgqQl6lP07Fw,2019-12-30,07:57:50,9.1.6,US,5,1,Great App,2,POSITIVE,0.9986974596977234,2,,
gp:AOqpTOE0Pgt0XkynAZomTGkFM-gApDzY1zaXZmKPq9Zd_9UDFp1uWMr0-0JZ2etSxO1MKhWcJ_CiDkuWfhx0,2019-12-29,12:49:07,9.1.6,US,5,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOEuLy0_6tQctAj2do5mNXu7mPujjowJUsSrG5TvXQZzWZRPS1LdeC9wXXmfe8S5g9vEKJjQfkwmuPBF,2019-12-27,20:51:21,9.1.6,US,5,1,Very useful app for computer science related knowledge,8,POSITIVE,0.9987713694572449,8,,
gp:AOqpTOE3Ph6obUNEzGsVimPifuEp0NLirnuFaksFpo3OlBXvnQDmVHwi5eGKAT9UcBc6IVn06ouiP83Yiz84,2019-12-25,19:41:42,9.1.4,US,3,1,Good,1,POSITIVE,0.9984152317047119,1,,
gp:AOqpTOEwtvUPDiSzg32ypjrebw7R0K0LkHkh-4JeJfWMOwFJXCPgeXO1nlgJBcntX1ArbwX8muSudtWMvzBD,2019-12-24,19:24:18,9.1.6,US,5,1,One of the best apps that i have ever seen yet ¡,12,POSITIVE,0.9985877275466919,12,,
gp:AOqpTOHjDo_bFeYXFMJzW-G0lhP4kxkk0tnx3cnzxOLxYsiFgdfMp3ogKqQefwrjKEU_AcQtPjIn4rPl7brv,2019-12-24,04:21:25,9.1.6,US,5,1,Best app for learning computer science however the app keeps getting autoclose after 15min or so I don't know why please try to improve the issue,26,NEGATIVE,0.9984763264656067,26,,
gp:AOqpTOEivrWdzmEG282B44inupqMqzlZdGXCq6LPuzofu69J0L3y8NnGJTWgZwO82hqBzx1LX5UAvnOEs9t1,2019-12-22,05:45:54,9.1.4,US,5,1,Excellent platform to improve your skills in the programming world.,10,POSITIVE,0.9988823533058167,10,,
gp:AOqpTOHmLx3DfQi5bgVfzatgQX-ryxOzxNTPFeq3XZ9xupoAHmVGcuIQjz7jxkgBfoivEav8dQ4ikozs24v3,2019-12-18,14:32:19,,US,5,1,Nice App,2,POSITIVE,0.9984990358352661,2,,
gp:AOqpTOFdmICtyX4W_hrhrSeepv5OAXjG2JTASxA2oJgEQurAXZwHemVH3Cpl93riXJ2HAIeOoBpdgztcIn-P,2019-12-17,16:12:01,9.1.6,US,2,11,"JavaScript tutorial is not specified separately on app, it is separate on the site",14,NEGATIVE,0.996208667755127,14,,
gp:AOqpTOE4bDiuXvPgMD74WGmwacSkooK6TIwJCGgSOmVoPSIDCgkXHKrLhQSG7IwtEKzx3d8dYI2E3cB0I-7s,2019-12-16,11:03:41,9.1.6,US,5,1,One of the best app I will never uninstall this app.it is very useful to the persons who are learning software courses .,23,POSITIVE,0.9988746047019958,23,,
gp:AOqpTOGukuO_Fb_oRnKzLWW9SlKfPD2TwHcOPuzu-JcXB6vNthUX7c16TCa83eairGPwVLTPXrkgpJGOyCev,2019-12-16,09:01:22,,US,2,1,This app is not downloading on my device Why??,9,NEGATIVE,0.9994667172431946,9,,
7bd524b6-2201-42fa-8a02-51fe6842cc4c,2019-12-15,16:44:15,9.1.6,US,4,1,Nice..,1,POSITIVE,0.9982035160064697,1,,
8c5a138d-35af-4293-a52a-2a659ffb9576,2019-12-15,14:19:29,9.1.4,US,5,1,Exceptionally good,2,POSITIVE,0.9985178112983704,2,,
165a2967-3c77-4349-9765-fb1bb74b32e2,2019-12-14,09:40:02,9.1.6,US,5,2,The name itself defines the app😎,6,POSITIVE,0.9987892508506775,6,,
c861fa90-02ed-421a-8e5a-0eb4509e0022,2019-12-12,04:02:38,9.1.6,US,5,2,This is the wonderful app by the community All related to the tech is the most important thing aspect is superb we can get ocean of knowledge,27,POSITIVE,0.9988561868667603,27,,
4613959e-78e2-4a2a-940b-23d1bfcb1de3,2019-12-10,10:39:11,9.1.6,US,5,3,Great app but I would like it be able to open links from chrome,14,POSITIVE,0.9985347986221313,14,,
16364773-d8e0-4b23-a3e2-ee6cf22a1729,2019-12-06,18:36:08,9.1.4,US,5,1,Very nice,2,POSITIVE,0.9986618757247925,2,,
b546e07a-44f0-4b41-856b-d33e9e7dff21,2019-12-03,04:50:28,9.1.4,US,4,1,cool stuff!!,2,POSITIVE,0.9981396198272705,2,,
